"id","generation","time_period","primary_console","game_media","price","id-2","first_name","last_name","designation","age","salary","unit"
716,"Sixth","1998-2007","Sony PlayStation 2","Optical media"," $299.99 ",716,"ELDEN","ALMENAR","Analyst",22,47850,"IT"
717,"Sixth","1998-2008","Nintendo GameCube","Optical media"," $199.99 ",717,"DEWITT","ALDEN","Analyst",25,40113,"Web"
718,"Sixth","1998-2009","Game Boy Advance","Game Cartridges"," $99.99 ",718,"COURTNEY","AFURONG","Analyst",22,47525,"IT"
719,"Sixth","1998-2010","Microsoft Xbox","Optical media"," $299.99 ",719,"EARLE","ALBERTINI","Analyst",21,47685,"IT"
720,"Seventh","2004-2014","Microsoft Xbox 360","Optical media, digital distribution"," $399.99 ",720,"ESPERANZA","ANGELINI","Senior Analyst",25,64823,"Management"
721,"Seventh","2004-2015","Sony PlayStation 3","Optical media, digital distribution"," $599.99 ",721,"NICK","ACQUILLA","Analyst",23,40414,"Management"
722,"Seventh","2004-2016","Nintendo DS","Game Cartridges, Digital distribution"," $149.99 ",722,"INEZ","AMIR","Analyst",22,40572,"IT"
723,"Seventh","2004-2017","Playstation Portable","Optical media, digital distribution"," $249.99 ",723,"CELESTE","ANDREOZZI","Analyst",25,46350,"Finance"
724,"Seventh","2004-2018","Nintendo Wii","Optical media, digital distribution"," $249.99 ",724,"RENALDO","ALLON","Associate",28,93529,"Management"
725,"Eighth","2011-Present","Nintendo Wii U","Optical media, digital distribution"," $299.99 ",725,"QUINTIN","ALFERO","Senior Analyst",25,63647,"Web"
726,"Eighth","2011-Present","Sony PlayStation 4","Optical media, digital distribution"," $399.99 ",726,"LEANN","ANSBRO","Manager",35,140401,"Marketing"
727,"Eighth","2011-Present","Microsoft Xbox One","Optical media, digital distribution"," $499.99 ",727,"TABATHA","ANTINARELLI","Analyst",23,49141,"IT"
728,"Eighth","2011-Present","Nintendo 3DS","Game cartridges. Digital Distribution"," $249.99 ",728,"THOMAS","AAMODT","Analyst",23,43670,"IT"
729,"Eighth","2011-Present","Playstation Vita","Optical media, digital distribution"," $299.99 ",729,"JAMAAL","ALDECOA","Analyst",23,42553,"Operations"
730,"Eighth","2011-Present","Nintendo Switch","Game cartridges. Digital Distribution"," $299.99 ",730,"TEDDY","AGENT","Analyst",22,46783,"Operations"
731,"Ninth","2020–present","Microsoft Xbox Series X","Optical media, digital distribution"," $499.99 ",731,"RUFUS","ADINOLFI","Analyst",22,47146,"Finance"
732,"Ninth","2020–present","Microsoft Xbox Series S","Optical media, digital distribution"," $299.99 ",732,"NADIA","APLAND","Analyst",22,48730,"Management"
733,"Ninth","2020–present","Sony PlayStation 5 (Digital Edition)","Optical media, digital distribution"," $499.99 ",733,"JASPER","AGRIOS","Analyst",22,40808,"IT"
734,"Ninth","2020–present","Sony PlayStation 5 (Disc Edition)","Optical media, digital distribution"," $399.99 ",734,"CAITLIN","ANDZULIS","Analyst",25,40508,"Management"
735,"First","1972-1978","Magnavox Odyssey","Dedicated consoles"," $99.00 ",735,"SIMONE","ANOE","Analyst",22,45111,"IT"
736,"First","1972-1979","Home Pong","Dedicated consoles"," $98.95 ",736,"TAYLOR","ANTOSH","Analyst",23,47414,"Web"
737,"First","1972-1980","Coleco Telstar series","Dedicated consoles"," $50.00 ",737,"RANDOLPH","ADDINGTON","Senior Manager",39,161839,"Marketing"
738,"Second","1976-1984","Fairchild Channel F","Game cartridges"," $169.95 ",738,"EULA","ANAUO","Associate",29,82993,"Finance"
739,"Second","1976-1985","Atari 2600","Game cartridges"," $199.00 ",739,"HANNA","ARGANBRIGHT","Analyst",25,43354,"IT"
740,"Second","1976-1986","Mattel Intellivision","Game cartridges"," $299.00 ",740,"RAUL","ABU","Analyst",24,47791,"Web"
741,"Second","1976-1987","Magnavox Odyssey 2","Game cartridges"," $199.00 ",741,"VELMA","AMELUNG","Senior Analyst",25,59115,"Management"
742,"Second","1976-1988","ColecoVision","Game cartridges"," $199.00 ",742,"VERNICE","ARIAZA","Analyst",23,49830,"Finance"
743,"Third","1983-1991","Nintendo Entertainment System","Game cartridges"," $180.00 ",743,"FELECIA","ARBUCKLE","Analyst",24,46822,"Operations"
744,"Third","1983-1992","Sega Master System","Game cartridges"," $199.99 ",744,"SELENA","ANTUNEZ","Analyst",21,45321,"Operations"
745,"Third","1983-1993","Atari 7800","Game cartridges"," $140.00 ",745,"CLARENCE","ABDULMATEEN","Analyst",22,48781,"Web"
746,"Fourth","1987-1996","TurboGrafx-16","Game cartridges"," $199.00 ",746,"JEAN","ALSBROOK","Analyst",25,49631,"Marketing"
747,"Fourth","1987-1997","Sega Genesis","Game cartridges"," $189.99 ",747,"BRIANNE","AREVALOS","Analyst",25,46102,"IT"
748,"Fourth","1987-1998","Neo Geo","Game cartridges"," $650.00 ",748,"CHRISTI","ANINION","Analyst",25,46781,"Management"
749,"Fourth","1987-1999","Super Nintendo Entertainment System","Game cartridges"," $199.99 ",749,"ANTONIA","ALJEMAL","Analyst",24,46935,"IT"
750,"Fourth","1987-2000","Game Gear","Game cartridges"," $149.99 ",750,"AUGUSTINE","ALARIO","Analyst",24,41705,"Operations"
751,"Fourth","1987-2001","Game Boy","Game cartridges"," $89.95 ",751,"FREEMAN","ALAR","Analyst",22,43434,"Web"
752,"Fifth","1993-2001","Sega Saturn","Optical media"," $399.99 ",752,"CHRIS","ABE","Analyst",24,43726,"Management"
753,"Fifth","1993-2002","Sony PlayStation","Optical Meda"," $299.99 ",753,"HORACIO","ALESSANDRINI","Analyst",23,48443,"Management"
754,"Fifth","1993-2003","Game Boy Color","Game Cartridges"," $69.99 ",754,"SALLIE","ANDRIES","Senior Analyst",28,50687,"Management"
755,"Fifth","1993-2004","Nintendo 64","Game Cartridges"," $199.99 ",755,"EDITH","ALTO","Analyst",25,42635,"IT"
756,"Sixth","1998-2006","Sega Dreamcast","Optical media"," $199.99 ",756,"WINONA","ARGENAL","Analyst",25,41834,"Finance"
757,"Sixth","1998-2007","Sony PlayStation 2","Optical media"," $299.99 ",757,"GRETCHEN","ANCEL","Analyst",24,44028,"Web"
758,"Sixth","1998-2008","Nintendo GameCube","Optical media"," $199.99 ",758,"EDDY","AILSHIRE","Analyst",22,44787,"Operations"
759,"Sixth","1998-2009","Game Boy Advance","Game Cartridges"," $99.99 ",759,"MARYANN","AMMIRATO","Senior Analyst",28,60183,"Marketing"
760,"Sixth","1998-2010","Microsoft Xbox","Optical media"," $299.99 ",760,"WM","ADDIE","Analyst",24,40594,"IT"
761,"Seventh","2004-2014","Microsoft Xbox 360","Optical media, digital distribution"," $399.99 ",761,"MOISES","AHLBERG","Senior Analyst",27,53406,"Web"
762,"Seventh","2004-2015","Sony PlayStation 3","Optical media, digital distribution"," $599.99 ",762,"FRANKLIN","ABUGN","Analyst",24,40251,"Operations"
763,"Seventh","2004-2016","Nintendo DS","Game Cartridges, Digital distribution"," $149.99 ",763,"MA","ARCIOLA","Analyst",23,44551,"Marketing"
764,"Seventh","2004-2017","Playstation Portable","Optical media, digital distribution"," $249.99 ",764,"JEFFRY","AHLM","Analyst",24,49525,"Finance"
765,"Seventh","2004-2018","Nintendo Wii","Optical media, digital distribution"," $249.99 ",765,"DONALD","AARANT","Analyst",21,43624,"Web"
766,"Eighth","2011-Present","Nintendo Wii U","Optical media, digital distribution"," $299.99 ",766,"ADELINE","ANGLEN","Analyst",25,41785,"Finance"
767,"Eighth","2011-Present","Sony PlayStation 4","Optical media, digital distribution"," $399.99 ",767,"OLEN","ALEN","Senior Analyst",27,52760,"Operations"
768,"Eighth","2011-Present","Microsoft Xbox One","Optical media, digital distribution"," $499.99 ",768,"CHERIE","ANGELBECK","Analyst",21,42143,"Operations"
769,"Eighth","2011-Present","Nintendo 3DS","Game cartridges. Digital Distribution"," $249.99 ",769,"PABLO","ADAMO","Senior Analyst",26,68067,"Web"
770,"Eighth","2011-Present","Playstation Vita","Optical media, digital distribution"," $299.99 ",770,"ARLEEN","AREIZAGA","Associate",30,87166,"Operations"
771,"Eighth","2011-Present","Nintendo Switch","Game cartridges. Digital Distribution"," $299.99 ",771,"JACKSON","AHLF","Analyst",24,48519,"IT"
772,"Ninth","2020–present","Microsoft Xbox Series X","Optical media, digital distribution"," $499.99 ",772,"ISAAC","ACKERLY","Analyst",22,47013,"Marketing"
773,"Ninth","2020–present","Microsoft Xbox Series S","Optical media, digital distribution"," $299.99 ",773,"DEWEY","ADOLPH","Analyst",23,47131,"IT"
774,"Ninth","2020–present","Sony PlayStation 5 (Digital Edition)","Optical media, digital distribution"," $499.99 ",774,"BRAD","ABUNDIZ","Senior Analyst",26,67582,"Management"
775,"Ninth","2020–present","Sony PlayStation 5 (Disc Edition)","Optical media, digital distribution"," $399.99 ",775,"RANDALL","ABINA","Analyst",21,48343,"Web"
776,"First","1972-1978","Magnavox Odyssey","Dedicated consoles"," $99.00 ",776,"HARVEY","ACCARDI","Analyst",21,44693,"Web"
777,"First","1972-1979","Home Pong","Dedicated consoles"," $98.95 ",777,"SELMA","ANNAS","Analyst",22,47812,"Operations"
778,"First","1972-1980","Coleco Telstar series","Dedicated consoles"," $50.00 ",778,"SASHA","APPLEBY","Analyst",23,40690,"Operations"
779,"Second","1976-1984","Fairchild Channel F","Game cartridges"," $169.95 ",779,"ELISHA","ALMARAZ","Senior Analyst",25,66311,"Management"
780,"Second","1976-1985","Atari 2600","Game cartridges"," $199.00 ",780,"DOROTHY","ALMONTE","Analyst",21,48587,"IT"
781,"Second","1976-1986","Mattel Intellivision","Game cartridges"," $299.00 ",781,"CONSTANCE","AMAS","Analyst",21,44467,"Marketing"
782,"Second","1976-1987","Magnavox Odyssey 2","Game cartridges"," $199.00 ",782,"GERTRUDE","AMADEO","Analyst",23,43172,"Finance"
783,"Second","1976-1988","ColecoVision","Game cartridges"," $199.00 ",783,"MARTHA","ALPERS","Analyst",23,44014,"Web"
784,"Third","1983-1991","Nintendo Entertainment System","Game cartridges"," $180.00 ",784,"VERNON","ABREAU","Analyst",23,44372,"Marketing"
785,"Third","1983-1992","Sega Master System","Game cartridges"," $199.99 ",785,"LORA","ANADIO","Analyst",22,47033,"Finance"
786,"Third","1983-1993","Atari 7800","Game cartridges"," $140.00 ",786,"SHELBY","ANDREONI","Analyst",22,47990,"Marketing"
787,"Fourth","1987-1996","TurboGrafx-16","Game cartridges"," $199.00 ",787,"OMA","ARIETTA","Analyst",22,46452,"Management"
788,"Fourth","1987-1997","Sega Genesis","Game cartridges"," $189.99 ",788,"MONTE","AGUADO","Analyst",25,42826,"Management"
789,"Fourth","1987-1998","Neo Geo","Game cartridges"," $650.00 ",789,"CARMEN","ALTKEN","Analyst",23,40846,"IT"
790,"Fourth","1987-1999","Super Nintendo Entertainment System","Game cartridges"," $199.99 ",790,"JOANN","ALVELO","Analyst",22,45036,"Web"
791,"Fourth","1987-2000","Game Gear","Game cartridges"," $149.99 ",791,"TRISTAN","ALAGNA","Associate",28,71673,"Finance"
792,"Fourth","1987-2001","Game Boy","Game cartridges"," $89.95 ",792,"VAN","AFRICA","Analyst",21,41386,"Web"
793,"Fifth","1993-2001","Sega Saturn","Optical media"," $399.99 ",793,"GABRIEL","ABURTO","Analyst",23,44094,"Management"
794,"Fifth","1993-2002","Sony PlayStation","Optical Meda"," $299.99 ",794,"VICTOR","ABDOOL","Senior Analyst",28,67575,"Finance"
795,"Fifth","1993-2003","Game Boy Color","Game Cartridges"," $69.99 ",795,"FLOSSIE","ANSHUTZ","Analyst",23,45156,"IT"
796,"Fifth","1993-2004","Nintendo 64","Game Cartridges"," $199.99 ",796,"NORMAND","ALCOCK","Analyst",21,49686,"Web"
797,"Sixth","1998-2006","Sega Dreamcast","Optical media"," $199.99 ",797,"ROGER","ABBAS","Analyst",22,41032,"Finance"
798,"Sixth","1998-2007","Sony PlayStation 2","Optical media"," $299.99 ",798,"IRVIN","AFFAGATO","Associate",31,98715,"Operations"
799,"Sixth","1998-2008","Nintendo GameCube","Optical media"," $199.99 ",799,"ROSEANN","APONTA","Senior Analyst",25,58773,"Finance"
800,"Sixth","1998-2009","Game Boy Advance","Game Cartridges"," $99.99 ",800,"NICKOLAS","AILES","Analyst",22,41925,"IT"
801,"Sixth","1998-2010","Microsoft Xbox","Optical media"," $299.99 ",801,"CHERYL","ALSBROOKS","Analyst",25,43531,"Web"
802,"Seventh","2004-2014","Microsoft Xbox 360","Optical media, digital distribution"," $399.99 ",802,"WAYLON","ALLISTON","Analyst",22,42673,"Operations"
803,"Seventh","2004-2015","Sony PlayStation 3","Optical media, digital distribution"," $599.99 ",803,"AL","ADOLPHE","Analyst",22,49618,"Operations"
804,"Seventh","2004-2016","Nintendo DS","Game Cartridges, Digital distribution"," $149.99 ",804,"RENAE","ARCILLA","Senior Analyst",27,69643,"Marketing"
805,"Seventh","2004-2017","Playstation Portable","Optical media, digital distribution"," $249.99 ",805,"SHAWN","ANDRICK","Senior Analyst",26,59262,"Web"
806,"Seventh","2004-2018","Nintendo Wii","Optical media, digital distribution"," $249.99 ",806,"BILLIE","AGNELLO","Analyst",25,41583,"IT"
807,"Eighth","2011-Present","Nintendo Wii U","Optical media, digital distribution"," $299.99 ",807,"DEANNA","AMBROSINO","Analyst",21,40415,"Marketing"
808,"Eighth","2011-Present","Sony PlayStation 4","Optical media, digital distribution"," $399.99 ",808,"CHARITY","ANGON","Analyst",24,42416,"Web"
809,"Eighth","2011-Present","Microsoft Xbox One","Optical media, digital distribution"," $499.99 ",809,"STEVE","ABDELDAYEN","Associate",31,87324,"Marketing"
810,"Eighth","2011-Present","Nintendo 3DS","Game cartridges. Digital Distribution"," $249.99 ",810,"JERRY","APANA","Associate",28,84967,"Web"
811,"Eighth","2011-Present","Playstation Vita","Optical media, digital distribution"," $299.99 ",811,"EMILIE","ARCOS","Analyst",24,41869,"Management"
812,"Eighth","2011-Present","Nintendo Switch","Game cartridges. Digital Distribution"," $299.99 ",812,"DIANN","ARAMBULA","Analyst",21,43481,"Operations"
813,"Ninth","2020–present","Microsoft Xbox Series X","Optical media, digital distribution"," $499.99 ",813,"MISTY","AMENTA","Senior Analyst",28,54166,"Web"
814,"Ninth","2020–present","Microsoft Xbox Series S","Optical media, digital distribution"," $299.99 ",814,"EMMITT","ALIMENTO","Analyst",25,47649,"Finance"
815,"Ninth","2020–present","Sony PlayStation 5 (Digital Edition)","Optical media, digital distribution"," $499.99 ",815,"CAREY","APTHORPE","Manager",33,119673,"Marketing"
816,"Ninth","2020–present","Sony PlayStation 5 (Disc Edition)","Optical media, digital distribution"," $399.99 ",816,"ARLINE","APPLEBURY","Analyst",21,47431,"Web"
817,"First","1972-1978","Magnavox Odyssey","Dedicated consoles"," $99.00 ",817,"LACEY","ANGLADA","Analyst",23,48014,"Marketing"
818,"First","1972-1979","Home Pong","Dedicated consoles"," $98.95 ",818,"SHERI","AMOUR","Analyst",22,49686,"Management"
819,"First","1972-1980","Coleco Telstar series","Dedicated consoles"," $50.00 ",819,"ELIZABETH","ALMIRON","Analyst",23,46043,"IT"
820,"Second","1976-1984","Fairchild Channel F","Game cartridges"," $169.95 ",820,"WILTON","ALDAY","Analyst",25,46110,"Management"
821,"Second","1976-1985","Atari 2600","Game cartridges"," $199.00 ",821,"JUANITA","ALTSTATT","Senior Analyst",27,62307,"Web"
822,"Second","1976-1986","Mattel Intellivision","Game cartridges"," $299.00 ",822,"NED","AHLSTEDT","Analyst",21,49627,"Web"
823,"Second","1976-1987","Magnavox Odyssey 2","Game cartridges"," $199.00 ",823,"TRAVIS","ABENDROTH","Analyst",25,44882,"Operations"
824,"Second","1976-1988","ColecoVision","Game cartridges"," $199.00 ",824,"MILO","ALEPIN","Manager",34,144573,"IT"
825,"Third","1983-1991","Nintendo Entertainment System","Game cartridges"," $180.00 ",825,"JARROD","AGUILLON","Senior Manager",37,164773,"Web"
826,"Third","1983-1992","Sega Master System","Game cartridges"," $199.99 ",826,"RICKEY","ADANK","Senior Analyst",26,67735,"Marketing"
827,"Third","1983-1993","Atari 7800","Game cartridges"," $140.00 ",827,"STUART","ACORDA","Analyst",23,44964,"Marketing"
828,"Fourth","1987-1996","TurboGrafx-16","Game cartridges"," $199.00 ",828,"JUNG","ARMON","Analyst",21,41476,"Marketing"
829,"Fourth","1987-1997","Sega Genesis","Game cartridges"," $189.99 ",829,"EMMA","ALTSISI","Analyst",25,40251,"Finance"
830,"Fourth","1987-1998","Neo Geo","Game cartridges"," $650.00 ",830,"HUMBERTO","AGGAS","Associate",31,97830,"IT"
831,"Fourth","1987-1999","Super Nintendo Entertainment System","Game cartridges"," $199.99 ",831,"SANG","ALDAMA","Analyst",24,42797,"Operations"
832,"Fourth","1987-2000","Game Gear","Game cartridges"," $149.99 ",832,"GONZALO","AHRENSTORFF","Analyst",22,43173,"IT"
833,"Fourth","1987-2001","Game Boy","Game cartridges"," $89.95 ",833,"KIMBERLEY","ANGELL","Analyst",25,47683,"IT"
834,"Fifth","1993-2001","Sega Saturn","Optical media"," $399.99 ",834,"EBONY","ANDRA","Senior Manager",38,196757,"IT"
835,"Fifth","1993-2002","Sony PlayStation","Optical Meda"," $299.99 ",835,"HAZEL","ALTWIES","Analyst",23,42075,"Operations"
836,"Fifth","1993-2003","Game Boy Color","Game Cartridges"," $69.99 ",836,"AMOS","AFALAVA","Analyst",22,43353,"Web"
837,"Fifth","1993-2004","Nintendo 64","Game Cartridges"," $199.99 ",837,"TAD","ALDRICH","Analyst",22,43923,"Finance"
838,"Sixth","1998-2006","Sega Dreamcast","Optical media"," $199.99 ",838,"MALISSA","ARGOTE","Analyst",24,43605,"Operations"
839,"Sixth","1998-2007","Sony PlayStation 2","Optical media"," $299.99 ",839,"VONDA","ARBIZO","Analyst",22,41262,"Marketing"
840,"Sixth","1998-2008","Nintendo GameCube","Optical media"," $199.99 ",840,"GARTH","ALAND","Analyst",21,48056,"Management"
841,"Sixth","1998-2009","Game Boy Advance","Game Cartridges"," $99.99 ",841,"CAROLYN","ALPHIN","Analyst",24,46584,"Finance"
842,"Sixth","1998-2010","Microsoft Xbox","Optical media"," $299.99 ",842,"JAMISON","ALFF","Analyst",21,42651,"Finance"
843,"Seventh","2004-2014","Microsoft Xbox 360","Optical media, digital distribution"," $399.99 ",843,"CAMERON","ADAMIS","Analyst",23,42465,"Marketing"
844,"Seventh","2004-2015","Sony PlayStation 3","Optical media, digital distribution"," $599.99 ",844,"CAROL","ALDER","Analyst",24,42453,"Operations"
845,"Seventh","2004-2016","Nintendo DS","Game Cartridges, Digital distribution"," $149.99 ",845,"LOGAN","AGNER","Analyst",21,46026,"Management"
846,"Seventh","2004-2017","Playstation Portable","Optical media, digital distribution"," $249.99 ",846,"CORNELL","ALAMIA","Analyst",24,49581,"Management"
847,"Seventh","2004-2018","Nintendo Wii","Optical media, digital distribution"," $249.99 ",847,"MAGGIE","AMITH","Analyst",22,41729,"IT"
848,"Eighth","2011-Present","Nintendo Wii U","Optical media, digital distribution"," $299.99 ",848,"ORLANDO","ADAMES","Senior Analyst",27,56977,"Marketing"
849,"Eighth","2011-Present","Sony PlayStation 4","Optical media, digital distribution"," $399.99 ",849,"ESTEBAN","AGUSTINE","Senior Manager",37,166335,"Management"
850,"Eighth","2011-Present","Microsoft Xbox One","Optical media, digital distribution"," $499.99 ",850,"WINFRED","AKEN","Manager",35,135653,"Finance"
851,"Eighth","2011-Present","Nintendo 3DS","Game cartridges. Digital Distribution"," $249.99 ",851,"CONCEPCION","ANTER","Associate",30,98057,"Management"
852,"Eighth","2011-Present","Playstation Vita","Optical media, digital distribution"," $299.99 ",852,"DIEGO","AHRENDES","Senior Analyst",28,54184,"Web"
853,"Eighth","2011-Present","Nintendo Switch","Game cartridges. Digital Distribution"," $299.99 ",853,"SIDNEY","ACKEN","Analyst",25,49953,"Finance"
854,"Ninth","2020–present","Microsoft Xbox Series X","Optical media, digital distribution"," $499.99 ",854,"CANDICE","AMOR","Senior Analyst",25,52113,"Marketing"
855,"Ninth","2020–present","Microsoft Xbox Series S","Optical media, digital distribution"," $299.99 ",855,"ORVAL","ALEKNA","Analyst",24,44983,"Management"
856,"Ninth","2020–present","Sony PlayStation 5 (Digital Edition)","Optical media, digital distribution"," $499.99 ",856,"DANA","ALVIDREZ","Analyst",22,45057,"Management"
857,"Ninth","2020–present","Sony PlayStation 5 (Disc Edition)","Optical media, digital distribution"," $399.99 ",857,"THEODORE","ABLER","Analyst",23,46985,"Web"
858,"First","1972-1978","Magnavox Odyssey","Dedicated consoles"," $99.00 ",858,"FEDERICO","AILSWORTH","Analyst",24,41846,"Management"
859,"First","1972-1979","Home Pong","Dedicated consoles"," $98.95 ",859,"JEROMY","ALLUM","Senior Analyst",26,65880,"Management"
860,"First","1972-1980","Coleco Telstar series","Dedicated consoles"," $50.00 ",860,"ILENE","AONO","Associate",32,79721,"Marketing"
861,"Second","1976-1984","Fairchild Channel F","Game cartridges"," $169.95 ",861,"EVE","ANTONAKOS","Analyst",23,45636,"Marketing"
862,"Second","1976-1985","Atari 2600","Game cartridges"," $199.00 ",862,"TERRA","ARCARO","Analyst",24,41609,"Management"
863,"Second","1976-1986","Mattel Intellivision","Game cartridges"," $299.00 ",863,"RENAE","ARCILLA","Senior Analyst",27,69643,"Marketing"
864,"Second","1976-1987","Magnavox Odyssey 2","Game cartridges"," $199.00 ",864,"DOMINGA","ARMENDARIZ","Analyst",25,47178,"Management"
865,"Second","1976-1988","ColecoVision","Game cartridges"," $199.00 ",865,"WILMER","AKIONA","Senior Analyst",25,50739,"IT"
866,"Third","1983-1991","Nintendo Entertainment System","Game cartridges"," $180.00 ",866,"TRENT","AGGARWAL","Analyst",23,40331,"Finance"
867,"Third","1983-1992","Sega Master System","Game cartridges"," $199.99 ",867,"MOSHE","ALFANO","Senior Analyst",25,57997,"Operations"
868,"Third","1983-1993","Atari 7800","Game cartridges"," $140.00 ",868,"ABBIE","ARCUO","Analyst",25,46514,"Web"
869,"Fourth","1987-1996","TurboGrafx-16","Game cartridges"," $199.00 ",869,"LUELLA","ANKENMAN","Analyst",22,41164,"Management"
870,"Fourth","1987-1997","Sega Genesis","Game cartridges"," $189.99 ",870,"ERNESTO","ADAMIK","Analyst",25,40140,"Marketing"
871,"Fourth","1987-1998","Neo Geo","Game cartridges"," $650.00 ",871,"ADOLFO","AGUIAR","Analyst",21,46116,"Marketing"
872,"Fourth","1987-1999","Super Nintendo Entertainment System","Game cartridges"," $199.99 ",872,"MARGARET","ALMOND","Analyst",25,49111,"IT"
873,"Fourth","1987-2000","Game Gear","Game cartridges"," $149.99 ",873,"PATRICE","ANDREASSI","Analyst",24,47782,"Management"
874,"Fourth","1987-2001","Game Boy","Game cartridges"," $89.95 ",874,"RANDY","ABDELRAHMAN","Analyst",25,44022,"IT"
875,"Fifth","1993-2001","Sega Saturn","Optical media"," $399.99 ",875,"JOESPH","AHLO","Analyst",22,41468,"Operations"
876,"Fifth","1993-2002","Sony PlayStation","Optical Meda"," $299.99 ",876,"BERNIECE","ARMIJOS","Analyst",21,40142,"Web"
877,"Fifth","1993-2003","Game Boy Color","Game Cartridges"," $69.99 ",877,"EMILIA","ANTOLIK","Senior Manager",37,151618,"Marketing"
878,"Fifth","1993-2004","Nintendo 64","Game Cartridges"," $199.99 ",878,"NIGEL","ALCANTAS","Senior Analyst",28,66022,"IT"
879,"Sixth","1998-2006","Sega Dreamcast","Optical media"," $199.99 ",879,"ELLA","AMADO","Analyst",25,47746,"IT"
880,"Sixth","1998-2007","Sony PlayStation 2","Optical media"," $299.99 ",880,"ROSENDO","ALDABA","Analyst",22,48101,"Marketing"
881,"Sixth","1998-2008","Nintendo GameCube","Optical media"," $199.99 ",881,"NICHOLE","AMTOWER","Analyst",23,45028,"Management"
882,"Sixth","1998-2009","Game Boy Advance","Game Cartridges"," $99.99 ",882,"SHERRI","AMERICAN","Analyst",24,43461,"IT"
883,"Sixth","1998-2010","Microsoft Xbox","Optical media"," $299.99 ",883,"KENETH","ALM","Analyst",21,43726,"Finance"
884,"Seventh","2004-2014","Microsoft Xbox 360","Optical media, digital distribution"," $399.99 ",884,"ARON","ALBOR","Analyst",25,49310,"Marketing"
885,"Seventh","2004-2015","Sony PlayStation 3","Optical media, digital distribution"," $599.99 ",885,"FERMIN","ALI","Analyst",23,44925,"IT"
886,"Seventh","2004-2016","Nintendo DS","Game Cartridges, Digital distribution"," $149.99 ",886,"CANDIDA","ARIS","Senior Manager",39,187426,"IT"
887,"Seventh","2004-2017","Playstation Portable","Optical media, digital distribution"," $249.99 ",887,"JANIE","AMISTOSO","Analyst",22,47430,"Operations"
888,"Seventh","2004-2018","Nintendo Wii","Optical media, digital distribution"," $249.99 ",888,"BENITA","ANTOLIN","Analyst",21,44312,"Marketing"
889,"Eighth","2011-Present","Nintendo Wii U","Optical media, digital distribution"," $299.99 ",889,"NADINE","AMYX","Analyst",25,40271,"IT"
890,"Eighth","2011-Present","Sony PlayStation 4","Optical media, digital distribution"," $399.99 ",890,"EVA","ALU","Analyst",21,45105,"Marketing"
891,"Eighth","2011-Present","Microsoft Xbox One","Optical media, digital distribution"," $499.99 ",891,"FERN","ANDRY","Analyst",24,45174,"Finance"
892,"Eighth","2011-Present","Nintendo 3DS","Game cartridges. Digital Distribution"," $249.99 ",892,"FAUSTINO","ALDERSON","Analyst",24,49908,"Web"
893,"Eighth","2011-Present","Playstation Vita","Optical media, digital distribution"," $299.99 ",893,"WILLIE","AMANN","Analyst",22,44591,"Management"
894,"Eighth","2011-Present","Nintendo Switch","Game cartridges. Digital Distribution"," $299.99 ",894,"ANTOINE","AGOSTINELLI","Analyst",22,40054,"IT"
895,"Ninth","2020–present","Microsoft Xbox Series X","Optical media, digital distribution"," $499.99 ",895,"CHRISTY","AMBROSINI","Analyst",21,48773,"Finance"
896,"Ninth","2020–present","Microsoft Xbox Series S","Optical media, digital distribution"," $299.99 ",896,"CORINE","APAEZ","Analyst",24,41685,"Finance"
897,"Ninth","2020–present","Sony PlayStation 5 (Digital Edition)","Optical media, digital distribution"," $499.99 ",897,"SONDRA","ANGLUM","Analyst",23,49026,"Operations"
898,"Ninth","2020–present","Sony PlayStation 5 (Disc Edition)","Optical media, digital distribution"," $399.99 ",898,"FLETCHER","AKLEY","Associate",30,71873,"IT"
899,"First","1972-1978","Magnavox Odyssey","Dedicated consoles"," $99.00 ",899,"GWEN","ANCIRA","Analyst",22,46078,"Operations"
900,"First","1972-1979","Home Pong","Dedicated consoles"," $98.95 ",900,"MARCIA","AMATI","Analyst",23,47936,"Finance"
901,"First","1972-1980","Coleco Telstar series","Dedicated consoles"," $50.00 ",901,"VICKI","ALZATE","Analyst",24,41653,"Marketing"
902,"Second","1976-1984","Fairchild Channel F","Game cartridges"," $169.95 ",902,"MARC","ABRUZZO","Analyst",23,49265,"IT"
903,"Second","1976-1985","Atari 2600","Game cartridges"," $199.00 ",903,"JOE","ABBASI","Analyst",21,43315,"Management"
904,"Second","1976-1986","Mattel Intellivision","Game cartridges"," $299.00 ",904,"EDYTHE","ARDAN","Analyst",22,43569,"Finance"
905,"Second","1976-1987","Magnavox Odyssey 2","Game cartridges"," $199.00 ",905,"DEBRA","ALPERT","Manager",32,122535,"IT"
906,"Second","1976-1988","ColecoVision","Game cartridges"," $199.00 ",906,"ROBERTO","ABRECHT","Analyst",23,45606,"Finance"
907,"Third","1983-1991","Nintendo Entertainment System","Game cartridges"," $180.00 ",907,"DERICK","AHRENT","Analyst",23,40300,"Marketing"
908,"Third","1983-1992","Sega Master System","Game cartridges"," $199.99 ",908,"THERESA","ALSPACH","Analyst",21,44956,"Web"
909,"Third","1983-1993","Atari 7800","Game cartridges"," $140.00 ",909,"LOUIE","AGILAR","Analyst",22,40562,"Marketing"
